candidate_id,feed_id,source_type,title,link,pub_date,summary,status,created_at
d8e7ef502388c489,scotus_recent,scotus_opinion_pdf,"KNICK, ROSE MARY v. SCOTT, PA, ET AL.. Decided 06/21/2019",http://www.law.cornell.edu/supremecourt/text/17-647,"Fri, 21 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
5935db682081478c,scotus_recent,scotus_opinion_pdf,"McDONOUGH, EDWARD G. v. SMITH, YOUEL. Decided 06/20/2019",http://www.law.cornell.edu/supremecourt/text/18-485,"Thu, 20 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
6d3369f5cc545472,scotus_recent,scotus_opinion_pdf,"GUNDY, HERMAN A. v. UNITED STATES. Decided 06/20/2019",http://www.law.cornell.edu/supremecourt/text/17-6086,"Thu, 20 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
21fb17074a8da00e,scotus_recent,scotus_opinion_pdf,"AMERICAN LEGION, ET AL. v. AMERICAN HUMANIST ASSN., ET AL.. Decided 06/20/2019",http://www.law.cornell.edu/supremecourt/text/17-1717,"Thu, 20 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
b8b9646d70cf4609,scotus_recent,scotus_opinion_pdf,VA HOUSE OF DELEGATES v. BETHUNE-HILL. Decided 06/17/2019,http://www.law.cornell.edu/supremecourt/text/18-281,"Mon, 17 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
8aaf9b60dfde120a,scotus_recent,scotus_opinion_pdf,"MANHATTAN COM. ACCESS, ET AL. v. HALLECK, DEEDEE, ET AL.. Decided 06/17/2019",http://www.law.cornell.edu/supremecourt/text/17-1702,"Mon, 17 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
ec08a0a84bd44912,scotus_recent,scotus_opinion_pdf,AL-ALWI v. TRUMP. Decided 06/10/2019,http://www.law.cornell.edu/supremecourt/text/18-740,"Mon, 10 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
4d55368b2539eb12,scotus_recent,scotus_opinion_pdf,"QUARLES, JAMAR A. v. UNITED STATES. Decided 06/10/2019",http://www.law.cornell.edu/supremecourt/text/17-778,"Mon, 10 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
76381f6ed0d1d7ed,scotus_recent,scotus_opinion_pdf,"RETURN MAIL, INC. v. USPS, ET AL.. Decided 06/10/2019",http://www.law.cornell.edu/supremecourt/text/17-1594,"Mon, 10 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
0bd94b68f523352c,scotus_recent,scotus_opinion_pdf,"FORT BEND COUNTY, TX v. DAVIS, LOIS M.. Decided 06/03/2019",http://www.law.cornell.edu/supremecourt/text/18-525,"Mon, 03 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
202fe2757c363bbd,scotus_recent,scotus_opinion_pdf,TAGGART v. LORENZEN. Decided 06/03/2019,http://www.law.cornell.edu/supremecourt/text/18-489,"Mon, 03 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
884104cfef21fb32,scotus_recent,scotus_opinion_pdf,MONT v. UNITED STATES. Decided 06/03/2019,http://www.law.cornell.edu/supremecourt/text/17-8995,"Mon, 03 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
79cea64d9808ffc8,scotus_recent,scotus_opinion_pdf,"AZAR, SEC. OF H&HS v. ALLINA HEALTH SERVICES, ET AL.. Decided 06/03/2019",http://www.law.cornell.edu/supremecourt/text/17-1484,"Mon, 03 Jun 2019 00:00:00 EDT",,new,2025-12-07T19:00:03Z
9c027f3cba6abf47,crs_reports,congress_crs_report,An Overview of Consumer Finance Products and Related Policy Issues,https://www.EveryCRSReport.com/reports/R48747.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
94265f0aa7eb3c3b,crs_reports,congress_crs_report,Defense Primer: The NDAA Process,https://www.EveryCRSReport.com/reports/IF10515.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
8dce95fba313dfa8,crs_reports,congress_crs_report,Navy Ship Names: Background for Congress,https://www.EveryCRSReport.com/reports/RS22478.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
551b0ac2e17ab252,crs_reports,congress_crs_report,Multiyear Procurement (MYP) and Block Buy Contracting in Defense Acquisition: Background and Issues for Congress,https://www.EveryCRSReport.com/reports/R41909.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
f047b13b1ca39107,crs_reports,congress_crs_report,Defense Primer: Department of the Navy,https://www.EveryCRSReport.com/reports/IF10484.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
04faadb2c33af88a,crs_reports,congress_crs_report,The Social Security Administration’s Use of Occupational Information in Disability Determinations: Background and Considerations for Congress,https://www.EveryCRSReport.com/reports/R48748.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
53c9ec8bcd5f52de,crs_reports,congress_crs_report,"Defense Primer: Geography, Strategy, and U.S. Force Design",https://www.EveryCRSReport.com/reports/IF10485.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
0ff7733a6f53c8d0,crs_reports,congress_crs_report,DNA Methylation: Applications to Living Marine Resource Management,https://www.EveryCRSReport.com/reports/IF12962.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
0dd1eff926f5c81d,crs_reports,congress_crs_report,Coast Guard Waterways Commerce Cutter (WCC) Program: Background and Issues for Congress,https://www.EveryCRSReport.com/reports/IF11672.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
88577888a6a5ea3d,crs_reports,congress_crs_report,Navy Ford (CVN-78) Class Aircraft Carrier Program: Background and Issues for Congress,https://www.EveryCRSReport.com/reports/RS20643.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
f614b89d24f9e033,crs_reports,congress_crs_report,Defense Primer: Navy Distributed Maritime Operations (DMO) Concept,https://www.EveryCRSReport.com/reports/IF12599.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
6dca5cd9c0b749ad,crs_reports,congress_crs_report,Navy John Lewis (TAO-205) Class Oiler Shipbuilding Program: Background and Issues for Congress,https://www.EveryCRSReport.com/reports/R43546.html,"Thu, 04 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
953921f4fa786a22,crs_reports,congress_crs_report,Debt Limit Policy Questions: What Are the Potential Economic Effects of a Binding Federal Debt Limit?,https://www.EveryCRSReport.com/reports/R47574.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
d7891490eb169dc2,crs_reports,congress_crs_report,Debt Limit Policy Questions: What Are Extraordinary Measures?,https://www.EveryCRSReport.com/reports/IN10837.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
b51b4cbd76463e17,crs_reports,congress_crs_report,"Federal Election Commission: Membership and Policymaking Quorum, In Brief",https://www.EveryCRSReport.com/reports/R45160.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
27047cee735e2e91,crs_reports,congress_crs_report,Arbor Day Fact Sheet,https://www.EveryCRSReport.com/reports/R48749.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
575cd2fd6e630ccd,crs_reports,congress_crs_report,The Debt Limit,https://www.EveryCRSReport.com/reports/IF10292.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
1d5f5b14116cf681,crs_reports,congress_crs_report,Resolutions to Censure the President: Procedure and History,https://www.EveryCRSReport.com/reports/R45087.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
2346d51cb5983043,crs_reports,congress_crs_report,Federal Hiring Process for Positions in the Competitive Civil Service: Overview and Recent Reforms,https://www.EveryCRSReport.com/reports/R48750.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
40696c59abdd1c75,crs_reports,congress_crs_report,Navy DDG-51 and DDG-1000 Destroyer Programs: Background and Issues for Congress,https://www.EveryCRSReport.com/reports/RL32109.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
7a3530b92697655e,crs_reports,congress_crs_report,"The Consumer Financial Protection Bureau Budget: Background, Trends, and Policy Options",https://www.EveryCRSReport.com/reports/R48295.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
f774a887629a099f,crs_reports,congress_crs_report,Venezuela: Overview of U.S. Sanctions Policy,https://www.EveryCRSReport.com/reports/IF10715.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
399fd033e27b0b3a,crs_reports,congress_crs_report,FEMA Individual Assistance Grants for Disaster Survivors: Individuals and Households Program Data and Analysis FAQ,https://www.EveryCRSReport.com/reports/IF13127.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
b712516e1d8e2065,crs_reports,congress_crs_report,U.S.-Canada Trade Relations,https://www.EveryCRSReport.com/reports/IF12595.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
ad73c0bb8fae7d77,crs_reports,congress_crs_report,Defense Primer: U.S. Strategic Command (STRATCOM),https://www.EveryCRSReport.com/reports/IF12981.html,"Fri, 05 Dec 2025 00:00:00 -0500",,new,2025-12-07T19:00:03Z
beb7e1cf5a38120c,ftc_press,ftc_press_release,FTC Bureau of Competition Statement on Termination of Healthcare Managed Services Merger,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-bureau-competition-statement-termination-healthcare-managed-services-merger,"Fri, 05 Dec 2025 07:00:00 -0500","<p>In response to yesterday’s announcement that Aya Healthcare terminated its proposed acquisition of Cross Country Healthcare, Federal Trade Commission Bureau of Competition Director Daniel Guarnera issued the following statement:</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-bureau-competition-statement-termination-healthcare-managed-services-merger"">View Press Release</a>",new,2025-12-07T19:05:09Z
83e0aebe7a3e21cb,ftc_press,ftc_press_release,FTC Requires Boeing to Divest Several Spirit Assets to Proceed with Merger,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-requires-boeing-divest-several-spirit-assets-proceed-merger,"Wed, 03 Dec 2025 07:00:00 -0500","FTC takes action to protect competition in the military and commercial aircraft markets
<p>The Federal Trade Commission will require The Boeing Company (Boeing) to divest significant Spirit AeroSystems Holdings, Inc. (Spirit) assets to resolve antitrust concerns surrounding Boeing’s $8.3 billion acquisition of Spirit.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-requires-boeing-divest-several-spirit-assets-proceed-merger"">View Press Release</a>",new,2025-12-07T19:05:09Z
5e6339e5e794f99e,ftc_press,ftc_press_release,FTC Approves Final Order against Telehealth Provider NextMed Over Charges It Used Deceptive Advertising Claims to Sell GLP-1 Weight-Loss Programs,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-approves-final-order-against-telehealth-provider-nextmed-over-charges-it-used-deceptive,"Wed, 03 Dec 2025 07:00:00 -0500","<p>The Federal Trade Commission has given final approval to an order against&nbsp;telemedicine company NextMed and its principals, requiring them to stop deceptively advertising weight-loss programs and to stop using deceptive and unfair billing and cancellation practices.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-approves-final-order-against-telehealth-provider-nextmed-over-charges-it-used-deceptive"">View Press Release</a>",new,2025-12-07T19:05:09Z
730e261f791b1130,ftc_press,ftc_press_release,FTC Sends Payments to Consumers Impacted by Avast’s Deceptive Privacy Claims,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-sends-payments-consumers-impacted-avasts-deceptive-privacy-claims,"Tue, 02 Dec 2025 07:00:00 -0500","<p>The Federal Trade Commission is sending payments totaling nearly $15.3 million to consumers who were affected by deceptively marketed antivirus software from Avast.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-sends-payments-consumers-impacted-avasts-deceptive-privacy-claims"">View Press Release</a>
<h3 class=""views-label views-label-field-media-contacts"">Media Contacts</h3><p>Kimberly Wong&nbsp;Office of Public Affairs</p><p><a href=""mailto:opa@ftc.gov"" tabindex=""-1"" data-extlink>Office of Public Affairs</a>&nbsp;202-326-2180</p>",new,2025-12-07T19:05:09Z
29a11aa5738a32a1,ftc_press,ftc_press_release,Greystar Agrees to Pay $24 Million and Stop Deceptive Advertising Practices as a Result of FTC and Colorado Lawsuit Alleging the Firm Deceived Consumers About Rent Prices,https://www.ftc.gov/news-events/news/press-releases/2025/12/greystar-agrees-pay-24-million-stop-deceptive-advertising-practices-result-ftc-colorado-lawsuit,"Tue, 02 Dec 2025 07:00:00 -0500","Order requires company to clearly and conspicuously display total monthly leasing price and mandatory fees
<p>Greystar, the nation’s largest multi-family rental property manager, has agreed to pay $23 million to the Federal Trade Commission and $1 million to the State of Colorado and stop its deceptive advertising practices to resolve charges that the company misled consumers about monthly rent costs by tacking on hidden fees on top of advertised prices.<a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/greystar-agrees-pay-24-million-stop-deceptive-advertising-practices-result-ftc-colorado-lawsuit"">View Press Release</a>
</p>",new,2025-12-07T19:05:09Z
21139b7f72d39d61,ftc_press,ftc_press_release,FTC Endorses Texas Supreme Court’s Proposed Rule Change Eliminating ABA’s Monopoly Control Over Bar Admission,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-endorses-texas-supreme-courts-proposed-rule-change-eliminating-abas-monopoly-control-over-bar,"Tue, 02 Dec 2025 07:00:00 -0500","<p>Federal Trade Commission staff endorsed a proposed amendment that eliminates the American Bar Association’s (ABA) authority to dictate the education requirements needed to take the bar exam and practice law in Texas.<a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-endorses-texas-supreme-courts-proposed-rule-change-eliminating-abas-monopoly-control-over-bar"">View Press Release</a>
</p>",new,2025-12-07T19:05:09Z
451b113951581cdd,ftc_press,ftc_press_release,FTC Takes Action Against Education Technology Provider for Failing to Secure Students’ Personal Data,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-takes-action-against-education-technology-provider-failing-secure-students-personal-data,"Mon, 01 Dec 2025 07:00:00 -0500","Illuminate Education will be required to implement an information security program to address data security failures after a breach involving data of more than 10 million students
<p>The Federal Trade Commission will require education technology provider Illuminate Education, Inc. (Illuminate) to implement a data security program and delete unnecessary data to settle allegations that the company’s data security failures led to a major data breach, which allowed hackers to access the personal data of more than 10 million students.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-takes-action-against-education-technology-provider-failing-secure-students-personal-data"">View Press Release</a>",new,2025-12-07T19:05:09Z
becf0563e5fee17d,ftc_press,ftc_press_release,FTC Issues Annual Report to Congress on Agency’s Actions to Protect Older Adults,https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-issues-annual-report-congress-agencys-actions-protect-older-adults,"Mon, 01 Dec 2025 07:00:00 -0500","The report highlights a dramatic increase in the number of older adults reporting losses of over $100,000 to scams
<p>Today, the Federal Trade Commission issued its annual report to Congress on protecting older adults, which shows a big increase in the number of older adults reporting losses of over $100,000 to scams.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/12/ftc-issues-annual-report-congress-agencys-actions-protect-older-adults"">View Press Release</a>",new,2025-12-07T19:05:09Z
a08b64262fc0e729,ftc_press,ftc_press_release,FTC Approves Final Order Prohibiting Noncompete Enforcement by Gateway Services,https://www.ftc.gov/news-events/news/press-releases/2025/11/ftc-approves-final-order-prohibiting-noncompete-enforcement-gateway-services,"Wed, 26 Nov 2025 07:00:00 -0500","<p>The Federal Trade Commission finalized a consent order that requires pet cremation company Gateway Services, Inc. and its subsidiary to stop enforcing noncompete agreements against their employees.</p><a href=""https://www.ftc.gov/news-events/news/press-releases/2025/11/ftc-approves-final-order-prohibiting-noncompete-enforcement-gateway-services"">View Press Release</a>",new,2025-12-07T19:05:09Z
01fa1f17bee4ef6c,ftc_press,ftc_press_release,FTC Approves Final Consent Order in ACT-Giant Eagle Deal,https://www.ftc.gov/news-events/news/press-releases/2025/11/ftc-approves-final-consent-order-act-giant-eagle-deal,"Wed, 19 Nov 2025 07:00:00 -0500","<p>The Federal Trade Commission finalized a consent order that resolves antitrust concerns surrounding Alimentation Couche-Tard Inc.’s (ACT) $1.57 billion acquisition of 270 retail fuel outlets from grocery store chain Giant Eagle, Inc. (Giant Eagle). ACT currently operates more than 7,100 stores in the United States, primarily under the Circle K brand.<a href=""https://www.ftc.gov/news-events/news/press-releases/2025/11/ftc-approves-final-consent-order-act-giant-eagle-deal"">View Press Release</a>
</p>",new,2025-12-07T19:05:09Z
